,product_id,rcmd_product_id,score
0,48102821,56365197,0.43740338387278016
1,48102821,22413470,0.38933473354502074
2,48102821,50319688,0.3825994474112162
3,48102821,72928043,0.3718359519194111
4,48102821,56885678,0.365065019989627
5,48102821,48273751,0.3613635638335272
6,48102821,52333193,0.3613117886623281
7,48102821,35607267,0.3550049997607774
8,52333193,52889826,0.9284380807126442
9,52333193,35373097,0.8896958640045248
10,52333193,26348659,0.8686482553656665
11,52333193,72928043,0.8440729180480764
12,52333193,48273751,0.6674623006407758
13,52333193,22413470,0.6318616918120679
14,52333193,41574489,0.6236301750066435
15,52333193,56365197,0.6062830493685749
16,299461,299431,0.7391123587318513
17,299461,56930154,0.569898409228199
18,299461,74267277,0.5677943673535149
19,299461,389145,0.5536159633836457
20,299461,203734,0.5031563834013788
21,299461,54665,0.4967480887035791
22,299461,899654,0.4823760925472672
23,299461,899588,0.4508898074417342
24,57440329,54680052,0.34472922842630416
25,57440329,24408779,0.27684035628732057
26,57440329,47994357,0.24341984841000824
27,57440329,59084364,0.24121988388400004
28,57440329,58298176,0.24013565661376862
29,57440329,54385590,0.2338418662320947
30,57440329,11239836,0.2328238930043679
31,57440329,48091364,0.23165710844456233
32,38458616,73314682,0.4058643203173964
33,38458616,74285829,0.4046397409682436
34,38458616,35373097,0.39406977556183587
35,38458616,58291928,0.3857688483373438
36,38458616,26348659,0.37911157401408996
37,38458616,59130781,0.3682841419093704
38,38458616,48273751,0.3670625359109736
39,38458616,22413470,0.36584381196329574
40,12567795,46623654,0.901949810728894
41,12567795,23459272,0.8870757819275963
42,12567795,22413470,0.39206715989182306
43,12567795,75574549,0.3770924415825545
44,12567795,52089160,0.35070196640778467
45,12567795,13572054,0.350638421143317
46,12567795,74141526,0.3503369505464933
47,12567795,55049362,0.35020887595724504
48,4897521,855600,0.40370246722038095
49,4897521,643138,0.39116097094762864
50,4897521,55469774,0.37785609485171767
51,4897521,23476288,0.3751834660641724
52,4897521,7320225,0.37467105900353437
53,4897521,74141526,0.3458692335974496
54,4897521,25770121,0.3455150230659846
55,4897521,2638665,0.33671475864818623
56,47321729,46841782,0.40499554196449616
57,47321729,48493605,0.4024445825818399
58,47321729,65395332,0.33331114679117524
59,47321729,59322576,0.3305805518723091
60,47321729,70895043,0.3108316390591382
61,47321729,7820533,0.3008447881041457
62,47321729,47271217,0.3003121376153119
63,47321729,45661782,0.2919038114683581
64,2638665,23368835,0.8520281473372705
65,2638665,591960,0.8171938451881537
66,2638665,19408798,0.4178588247771546
67,2638665,855600,0.3720605081328927
68,2638665,31602057,0.3505961131616818
69,2638665,55469774,0.3445541986164102
70,2638665,23476288,0.3408462832823751
71,2638665,12618638,0.33779622934068
72,25078249,4312979,0.3573315337460338
73,25078249,916784,0.33445660967967483
74,25078249,76781356,0.32668490928871774
75,25078249,8159079,0.3216106697791629
76,25078249,691576,0.31250400042156856
77,25078249,54665,0.3116778629535079
78,25078249,389145,0.3112783592835622
79,25078249,203734,0.30944491444682326
80,389145,74267277,0.7213057820578971
81,389145,203734,0.5551319104059501
82,389145,299461,0.5536159633836457
83,389145,54665,0.5356565160999212
84,389145,299431,0.4980120234932179
85,389145,469404,0.4221152009856715
86,389145,56930154,0.4020743883403436
87,389145,515551,0.40099641948970904
88,180912,208248,0.5879256704283771
89,180912,11241055,0.4456900496422781
90,180912,588800,0.42153044204127627
91,180912,122012,0.4013747776627235
92,180912,595655,0.391902913848875
93,180912,359483,0.37114571048069694
94,180912,361277,0.3440642268210997
95,180912,10590207,0.3424763410582424
96,7820533,65395332,0.5569206926485832
97,7820533,59322576,0.5452003272876501
98,7820533,23852057,0.5165129376990972
99,7820533,15079790,0.5068040274801587
100,7820533,70895043,0.5045539932193327
101,7820533,32586832,0.49568282586578766
102,7820533,56320903,0.48601816593108993
103,7820533,45123323,0.4805862131460162
104,1600005,7320225,0.3541328308029576
105,1600005,74141526,0.34283943994087684
106,1600005,855600,0.33940171556750476
107,1600005,14790642,0.32495476867808515
108,1600005,4897521,0.31805323494265364
109,1600005,19408798,0.3094277733860945
110,1600005,31602057,0.30821608253293276
111,1600005,642154,0.3016615194247631
112,356188,11921226,0.9345097825186166
113,356188,233129,0.23569034951667386
114,356188,48087407,0.22831453483198436
115,356188,554912,0.22599990887412416
116,356188,899588,0.22547201283076068
117,356188,310917,0.2248724472589108
118,356188,7975728,0.22300538433574602
119,356188,55897,0.21836434207596336
120,8141868,25062191,0.5709730223639431
121,8141868,51668230,0.49267529047723696
122,8141868,51668332,0.4855323577428765
123,8141868,48483174,0.4562455038498707
124,8141868,7589409,0.44847703826148594
125,8141868,38144690,0.4457633022638688
126,8141868,8003987,0.4343671669228499
127,8141868,1995735,0.43035438387021757
128,71523843,57524517,0.4139898123826072
129,71523843,1059170,0.36056212518901404
130,71523843,72290186,0.3559203698824343
131,71523843,7383363,0.35433278310668337
132,71523843,53447698,0.3521087522934995
133,71523843,12716267,0.3512749430556156
134,71523843,65395332,0.33805259649221936
135,71523843,78010530,0.31730998854009973
136,51593115,53978256,0.8666542394026159
137,51593115,56799815,0.8364739151519431
138,51593115,67709566,0.6769413204758238
139,51593115,57447641,0.3480891587326021
140,51593115,81926706,0.30206239508388394
141,51593115,54056610,0.29458654649607013
142,51593115,56025961,0.2538682382946985
143,51593115,55457074,0.252491244963237
144,855018,855600,0.4059520084263703
145,855018,4897521,0.3089816846044674
146,855018,7320225,0.2712735075444569
147,855018,680611,0.26475564343877517
148,855018,74141526,0.26222648768123175
149,855018,55469774,0.2545192627282494
150,855018,23476288,0.25415044866131287
151,855018,70761592,0.2492417322420415
152,58215473,58298489,0.38425690366035753
153,58215473,14868418,0.3495533568024084
154,58215473,58291928,0.3184914851833705
155,58215473,52333193,0.2989059703813651
156,58215473,16860936,0.2913809159900583
157,58215473,72928043,0.2813498145193456
158,58215473,52889826,0.27961971951494263
159,58215473,56885678,0.27856251020306305
160,19419738,54710061,0.43737343070397766
161,19419738,15129417,0.2824978590237795
162,19419738,51352620,0.23965724051029222
163,19419738,11676550,0.23898023045529623
164,19419738,11633356,0.23749927147226227
165,19419738,51092786,0.22543685053416487
166,19419738,46156090,0.22521719097984796
167,19419738,59302735,0.2186041211244349
168,51884751,59084364,0.5051605659928138
169,51884751,32586832,0.49776841783697134
170,51884751,59322576,0.4394317654782213
171,51884751,68793627,0.4257602700060822
172,51884751,54383925,0.40009444249824383
173,51884751,48091364,0.36308299884099304
174,51884751,58671786,0.3493909711794516
175,51884751,70895043,0.3443687981909442
176,8159799,8023300,0.9923460974986146
177,8159799,1714729,0.45060586963493526
178,8159799,38144690,0.4189093659698902
179,8159799,24989957,0.38218530986222043
180,8159799,38151960,0.37978942743438954
181,8159799,24989503,0.36718875607442053
182,8159799,19800169,0.35137572158599667
183,8159799,23515481,0.337617380486841
184,35373097,26348659,0.9706961660883863
185,35373097,52889826,0.9255132708277054
186,35373097,52333193,0.8896958640045248
187,35373097,72928043,0.8863897216423695
188,35373097,48273751,0.6763139234908265
189,35373097,41574489,0.6328535199432059
190,35373097,22413470,0.6263905467526217
191,35373097,70817873,0.605051258116187
192,79857302,56365197,0.4937748287314714
193,79857302,35607267,0.4049131000281375
194,79857302,22413470,0.3579868288728286
195,79857302,35373097,0.33407391140372733
196,79857302,79965318,0.3321826280877003
197,79857302,72928043,0.33083751026791475
198,79857302,79887552,0.32841402644133244
199,79857302,50319688,0.32675270916756494
200,49105034,54385590,0.24467314112854557
201,49105034,67858243,0.22760978764177198
202,49105034,72801647,0.2142463561661076
203,49105034,57659050,0.2085225920317293
204,49105034,58298176,0.20734762944232216
205,49105034,74989061,0.20731641305749565
206,49105034,74860089,0.201383930918753
207,49105034,71674971,0.19806626019988144
208,73821826,53135819,0.134849009316884
209,73821826,82075493,0.12915124228589092
210,73821826,75641272,0.12600789564001671
211,73821826,79239706,0.11933594717771673
212,73821826,53654257,0.11785898718566609
213,73821826,58263379,0.11733761634919294
214,73821826,63494589,0.11704319989930025
215,73821826,75840202,0.11686583874349443
216,54017350,1059170,0.42826224310886873
217,54017350,1324787,0.4084721443156251
218,54017350,74246209,0.40069527727264104
219,54017350,11477102,0.3897344727010953
220,54017350,255023,0.38221075185854986
221,54017350,28252100,0.37564975017958807
222,54017350,60039590,0.372133090488304
223,54017350,3220163,0.37046109161103813
224,916784,916764,0.6726094234183085
225,916784,25078249,0.33445660967967483
226,916784,55897,0.332019163764571
